RMS
0.023801
0.019036
0.018966
0.070573
0.078038
0.061524
0.05771
0.050291
0.045676
0.042516
0.033857
0.030641
0.025524
0.017627
0.017699
0.021729
0.027798
0.03161
0.033475
0.032335
0.031121
0.02441
0.017888
0.010413
0.011875
0.014698
0.020185
0.024217
0.024257
0.027076
0.038729
0.03561
0.023954
0.015259
0.01313
0.020439
0.042309
0.055947
0.048342
0.040141
0.033943
0.027912
0.021453
0.013958
0.011389
0.0082692
0.011386
0.018728
0.022122
0.023154
0.021564
0.017429
0.011355
0.017085
0.025207
0.030583
0.032162
0.03154
0.033012
0.032395
0.0304
0.028297
0.024932
0.019105
0.014107
0.016028
0.021231
0.026011
0.027564
0.027462
0.025318
0.021413
0.016607
0.011345
0.0093382
0.014367
0.02054
0.024938
0.026862
0.027187
0.025558
0.02181
0.017884
0.012083
0.0096556
0.014413
0.020714
0.025995
0.027708
0.026697
0.02459
0.021199
0.017082
0.010903
0.0090217
0.013916
0.019606
0.024839
0.027901
0.028616
0.026758
0.022473
0.013098
0.039072
0.046295
0.041043
0.039344
0.0359
0.031668
0.025304
0.02642
0.030161
0.025795
0.017633
0.013762
0.018484
0.029447
0.022039
0.021967
0.02508
0.022136
0.022084
0.025148
0.018475
0.015387
0.01719
0.021039
0.025225
0.024239
0.019074
0.035977
0.043858
0.031368
0.022938
0.012309
0.021158
0.047986
0.054819
0.043704
0.03823
0.031775
0.027922
0.027521
0.024276
0.013956
0.01356
0.015147
0.023196
0.024833
0.018642
0.0198
0.024948
0.015315
0.010872
0.019126
0.030329
0.051905
0.06803
0.060337
0.051998
0.043855
0.0354
0.028474
0.020092
0.012867
0.01346
0.018426
0.024358
0.027656
0.028364
0.028139
0.025449
0.023474
0.016492
0.0096478
0.013041
0.019106
0.023807
0.025705
0.025957
0.025467
0.02235
0.017268
0.01331
0.010343
0.012765
0.018779
0.025638
0.029464
0.029378
0.028282
0.02523
0.020704
0.01436
0.0082459
0.011469
0.017243
0.023565
0.026698
0.026577
0.025595
0.022307
0.01251
0.05878
0.073066
0.05791
0.054206
0.048407
0.044043
0.043781
0.037468
0.032816
0.029519
0.021161
0.015288
0.015982
0.020599
0.023705
0.027975
0.029448
0.027743
0.027457
0.025047
0.018685
0.012297
0.014693
0.018249
0.021504
0.023869
0.026784
0.039527
0.040577
0.029817
0.022209
0.014827
0.01825
0.036573
0.053352
0.049584
0.042432
0.037263
0.031348
0.025209
0.019678
0.012118
0.011375
0.015209
0.017352
0.022689
0.025317
0.023702
0.020544
0.013397
0.0092969
0.017816
0.025252
0.028086
0.028593
0.031125
0.031166
0.029101
0.026334
0.02241
0.017512
0.011181
0.011142
0.014977
0.020714
0.025166
0.026771
0.0265
0.024439
0.02089
0.015736
0.0089874
0.0098942
0.015548
0.021786
0.026119
0.027351
0.026613
0.02407
0.020357
0.015906
0.010047
0.010338
0.014896
0.020397
0.025304
0.027035
0.026628
0.024679
0.020428
0.01526
0.0090481
0.0097477
0.014594
0.020508
0.02549
0.027188
0.026346
0.023652
0.012072
0.031882
0.038483
0.030927
0.032856
0.033442
0.033018
0.026944
0.026556
0.033699
0.033298
0.026148
0.016447
0.01569
0.02633
0.01933
0.02129
0.026011
0.022998
0.024311
0.027208
0.023769
0.011979
0.013949
0.01908
0.023911
0.023899
0.018246
0.033805
0.046819
0.035825
0.029651
0.017412
0.017101
0.042535
0.052157
0.042152
0.037004
0.033407
0.031041
0.029445
0.029602
0.014454
0.009858
0.010703
0.019119
0.02309
0.024294
0.023834
0.029404
0.024997
0.020323
0.017274
0.028241
0.046448
0.065952
0.06131
0.053438
0.0465
0.039243
0.032939
0.025892
0.0187
0.016533
0.016659
0.020407
0.025207
0.027373
0.027264
0.025748
0.022811
0.018964
0.012187
0.008532
0.012085
0.017507
0.023226
0.025652
0.025077
0.023303
0.020996
0.01831
0.012331
0.0099405
0.014708
0.021347
0.026872
0.028775
0.028611
0.026911
0.023588
0.019092
0.013056
0.010087
0.013247
0.018563
0.023785
0.025994
0.025879
0.023623
0.011025
0.051541
0.068135
0.053344
0.050432
0.043989
0.041308
0.043029
0.037195
0.033858
0.032456
0.025069
0.018059
0.013746
0.016993
0.019747
0.025571
0.029196
0.029648
0.030878
0.028249
0.021614
0.013072
0.0092741
0.01375
0.019131
0.023421
0.026393
0.03989
0.043071
0.033482
0.027025
0.018104
0.014504
0.028678
0.048382
0.048039
0.042841
0.038477
0.033679
0.028251
0.023953
0.017091
0.012016
0.008954
0.012673
0.019457
0.023545
0.025178
0.023232
0.015898
0.0075878
0.010489
0.018878
0.024001
0.023984
0.027552
0.030182
0.029886
0.028396
0.025064
0.021072
0.015464
0.0096881
0.01303
0.019044
0.02415
0.027205
0.027594
0.026291
0.023232
0.019314
0.01344
0.0085995
0.0114
0.017231
0.023146
0.026433
0.027276
0.027269
0.024665
0.020185
0.01441
0.0091348
0.011421
0.016559
0.022419
0.026141
0.026686
0.025997
0.024591
0.021949
0.015432
0.010307
0.013355
0.018136
0.024535
0.029038
0.030477
0.028749
0.019226
0.026897
0.031368
0.024476
0.028492
0.028661
0.027511
0.025422
0.027012
0.034448
0.032592
0.02542
0.018267
0.01207
0.021934
0.016494
0.01659
0.024876
0.024521
0.026755
0.030626
0.029048
0.013387
0.010873
0.013574
0.01936
0.021285
0.017053
0.032144
0.048707
0.037452
0.03139
0.021902
0.013374
0.035204
0.048695
0.039795
0.036477
0.033444
0.031814
0.031074
0.033463
0.020777
0.013773
0.013451
0.014688
0.01875
0.018877
0.017377
0.027084
0.02229
0.010864
0.0071659
0.015803
0.037117
0.058826
0.056802
0.051559
0.046534
0.040658
0.03726
0.032128
0.024563
0.017197
0.013907
0.016509
0.021983
0.026145
0.027356
0.027223
0.02561
0.02212
0.017634
0.011421
0.0099979
0.01528
0.021985
0.026407
0.026331
0.025459
0.023758
0.020568
0.015335
0.0092277
0.0099503
0.015426
0.021409
0.02787
0.030866
0.029244
0.027714
0.02538
0.023089
0.020066
0.013976
0.017827
0.022078
0.026131
0.027914
0.026908
0.017793
0.043596
0.06537
0.049875
0.045816
0.0422
0.038193
0.041341
0.038277
0.034612
0.034298
0.027268
0.021555
0.01522
0.013854
0.014567
0.019666
0.026891
0.027763
0.028875
0.027283
0.022724
0.014801
0.0098443
0.0095961
0.01506
0.019016
0.02218
0.036622
0.04433
0.036253
0.029365
0.020838
0.01272
0.022207
0.043184
0.044223
0.039395
0.037026
0.034535
0.029794
0.026622
0.021658
0.017421
0.014096
0.010283
0.015509
0.022165
0.023805
0.023378
0.01898
0.012032
0.012087
0.015144
0.020603
0.022448
0.026183
0.029826
0.032208
0.031253
0.028783
0.024075
0.019394
0.013295
0.009791
0.013247
0.018542
0.024145
0.026974
0.026865
0.024969
0.021367
0.017326
0.012163
0.0094977
0.013902
0.019168
0.024439
0.026837
0.026422
0.025254
0.023079
0.019749
0.01391
0.010031
0.013366
0.019068
0.024365
0.026619
0.027194
0.026807
0.024478
0.02073
0.014215
0.0085774
0.012704
0.017552
0.023431
0.026778
0.02633
0.018156
0.020424
0.029904
0.019232
0.021388
0.025471
0.024349
0.023742
0.02535
0.034641
0.035109
0.028227
0.022459
0.016228
0.016516
0.013907
0.011671
0.020812
0.023622
0.027129
0.030592
0.032252
0.016869
0.010181
0.0091724
0.014478
0.018379
0.017063
0.027425
0.048038
0.041945
0.037146
0.028892
0.016968
0.027251
0.044742
0.037299
0.033921
0.033494
0.032403
0.032603
0.036899
0.026322
0.017809
0.014259
0.010269
0.014568
0.016648
0.01589
0.026797
0.027038
0.015045
0.009759
0.012921
0.029694
0.053881
0.054406
0.049254
0.045957
0.040807
0.037235
0.031859
0.026633
0.020867
0.013945
0.013717
0.017863
0.02405
0.02831
0.028638
0.028905
0.027248
0.022773
0.016278
0.0093861
0.010333
0.015639
0.021654
0.025428
0.026333
0.025424
0.022484
0.01816
0.013724
0.0095763
0.011624
0.016593
0.022242
0.026511
0.028021
0.027472
0.025171
0.021342
0.016109
0.011803
0.013692
0.017817
0.022762
0.025201
0.026208
0.019286
0.032672
0.061763
0.04458
0.038058
0.037527
0.032686
0.037321
0.038591
0.035823
0.03674
0.031632
0.025621
0.021536
0.015953
0.015293
0.016958
0.024471
0.027181
0.028828
0.028835
0.027187
0.019996
0.01412
0.0090469
0.0087849
0.013562
0.016703
